"","datetime","AQMD_NASA_261","AQI"
"55",2019-12-04 14:00:00,15.9076666666667,59
"56",2019-12-04 15:00:00,10.799,45
"57",2019-12-04 16:00:00,6.483,27
"58",2019-12-04 17:00:00,0.832,3
"59",2019-12-04 18:00:00,5.44966666666667,23
"60",2019-12-04 19:00:00,2.79516666666667,12
"61",2019-12-04 20:00:00,0.903,4
"62",2019-12-04 21:00:00,6.11283333333333,25
"63",2019-12-04 22:00:00,8.57183333333333,36
"64",2019-12-04 23:00:00,8.0275,33
"65",2019-12-05 00:00:00,4.53516666666667,19
"66",2019-12-05 01:00:00,4.13166666666667,17
"67",2019-12-05 02:00:00,5.195,22
"68",2019-12-05 03:00:00,4.216,18
"69",2019-12-05 04:00:00,5.117,21
"70",2019-12-05 05:00:00,16.6153333333333,60
"71",2019-12-05 06:00:00,27.4216666666667,83
"72",2019-12-05 07:00:00,19.0265,66
"73",2019-12-05 08:00:00,11.2018333333333,47
"74",2019-12-05 09:00:00,3.43233333333333,14
"75",2019-12-05 10:00:00,2.68566666666667,11
"76",2019-12-05 11:00:00,3.46516666666667,14
"77",2019-12-05 12:00:00,12.5465,52
"78",2019-12-05 13:00:00,8.70333333333333,36
"79",2019-12-05 14:00:00,4.091,17
"80",2019-12-05 15:00:00,3.31583333333333,14
"81",2019-12-05 16:00:00,11.2855,47
"82",2019-12-05 17:00:00,17.4938333333333,62
"83",2019-12-05 18:00:00,11.5646666666667,48
"84",2019-12-05 19:00:00,9.565,40
"85",2019-12-05 20:00:00,17.1941666666667,62
"86",2019-12-05 21:00:00,13.1223333333333,53
"87",2019-12-05 22:00:00,8.33416666666667,35
"88",2019-12-05 23:00:00,7.31466666666667,30
"89",2019-12-06 00:00:00,6.9805,29
"90",2019-12-06 01:00:00,10.5906666666667,44
"91",2019-12-06 02:00:00,12.6835,52
"92",2019-12-06 03:00:00,12.8986666666667,53
"93",2019-12-06 04:00:00,8.656,36
"94",2019-12-06 05:00:00,7.61483333333333,32
"95",2019-12-06 06:00:00,6.65916666666667,28
"96",2019-12-06 07:00:00,5.817,24
"97",2019-12-06 08:00:00,4.72683333333333,20
"98",2019-12-06 09:00:00,1.71466666666667,7
"99",2019-12-06 10:00:00,0.902,4
"100",2019-12-06 11:00:00,1.00433333333333,4
"101",2019-12-06 12:00:00,1.452,6
"102",2019-12-06 13:00:00,1.51366666666667,6
"103",2019-12-06 14:00:00,3.965,17
"104",2019-12-06 15:00:00,2.3545,10
"105",2019-12-06 16:00:00,1.90933333333333,8
"106",2019-12-06 17:00:00,1.67333333333333,7
"107",2019-12-06 18:00:00,0.402833333333333,2
"108",2019-12-06 19:00:00,8.95966666666667,37
"109",2019-12-06 20:00:00,8.45783333333333,35
"110",2019-12-06 21:00:00,2.96533333333333,12
"111",2019-12-06 22:00:00,3.16366666666667,13
"112",2019-12-06 23:00:00,3.86616666666667,16
"113",2019-12-07 00:00:00,2.19566666666667,9
"114",2019-12-07 01:00:00,9.81766666666667,41
"115",2019-12-07 02:00:00,16.2526666666667,60
"116",2019-12-07 03:00:00,22.6775,73
"117",2019-12-07 04:00:00,3.5375,15
"118",2019-12-07 05:00:00,10.1428333333333,42
"119",2019-12-07 06:00:00,13.5573333333333,54
"120",2019-12-07 07:00:00,7.54766666666667,31
"121",2019-12-07 08:00:00,13.7138333333333,54
"122",2019-12-07 09:00:00,16.471,60
"123",2019-12-07 10:00:00,17.714,63
"124",2019-12-07 11:00:00,1.96433333333333,8
"125",2019-12-07 12:00:00,2.17133333333333,9
"126",2019-12-07 13:00:00,1.859,8
"127",2019-12-07 14:00:00,1.57566666666667,7
"128",2019-12-07 15:00:00,1.9775,8
"129",2019-12-07 16:00:00,3.31433333333333,14
"130",2019-12-07 17:00:00,3.73933333333333,16
"131",2019-12-07 18:00:00,5.60583333333333,23
"132",2019-12-07 19:00:00,12.6928333333333,52
"133",2019-12-07 20:00:00,4.56333333333333,19
"134",2019-12-07 21:00:00,4.88616666666667,20
"135",2019-12-07 22:00:00,1.4385,6
"136",2019-12-07 23:00:00,2.1645,9
"137",2019-12-08 00:00:00,7.135,30
"138",2019-12-08 01:00:00,13.9128333333333,55
"139",2019-12-08 02:00:00,17.4266666666667,62
"140",2019-12-08 03:00:00,21.8438333333333,71
"141",2019-12-08 04:00:00,17.5456666666667,62
"142",2019-12-08 05:00:00,15.1311666666667,57
"143",2019-12-08 06:00:00,10.1613333333333,42
"144",2019-12-08 07:00:00,11.239,47
